year,alumno_dni,sede_id,grado_id,secretario_dni
1976,79365498,1,9,84284834
2015,45013910,11,8,51162185
1999,81449865,6,10,53880888
1978,80247828,9,7,64319530
1982,27377414,7,7,95541655
2004,51256635,7,1,19373250
2015,20870608,14,6,85683622
1967,50412825,18,0,18900235
1970,26651117,4,2,83772726
1964,20312046,17,6,23080770
1967,34482047,14,10,46355755
1983,47850413,1,2,64636580
1964,66074525,9,10,43702709
1960,61474326,4,10,78310349
1989,77356571,6,1,95914360
2009,97135757,14,6,23080770
1998,34452558,12,2,95914360
1989,78723276,6,8,26460618
1964,25556821,0,5,23080770
1989,85908267,10,3,95914360
1996,35525858,15,3,43165392
2024,74793041,5,10,36170069
2015,58146091,14,8,37460711
1991,51998258,8,1,88953878
1994,58062962,17,0,83774465
2019,38370862,0,5,58752944
1963,58074414,8,3,96286728
1971,19811126,19,3,90620509
1994,17849924,17,5,64319530
1980,13076790,5,5,42978476
1996,28844195,17,8,63723307
2014,83166909,18,8,57978856
2021,54641491,4,0,20761150
2017,81807169,9,9,11433412
1997,43098786,2,3,83680332
1962,75010261,11,10,77615895
1977,19739817,15,2,50102807
1981,92515966,7,3,38726533
1997,97141978,15,9,42791240
1963,52226269,14,9,84588243
1963,45368432,16,8,64884528
2012,53276480,9,10,14080813
2023,91589857,13,8,80460594
2020,99629538,4,4,84175321
1980,95872862,12,2,70467839
2020,93437519,3,5,84588243
2000,90066008,1,7,38882043
2010,82972187,15,1,21546916
1964,88693069,16,0,38882043
2000,22148893,17,1,21316535
1996,76182983,15,9,84125240
2024,56986813,1,2,30903956
1963,59038859,9,4,11433412
1974,37904399,5,4,78310349
2010,78652909,2,8,63723307
1984,42115809,19,8,17607423
1981,43016430,3,2,43165392
2014,60106642,13,10,63723307
2021,41291453,1,5,24875024
2006,55735451,17,1,89845053
1982,58035772,5,2,14080813
2002,72626835,3,2,64636580
1966,39551985,6,8,16469400
2016,85953338,5,3,69272203
1987,47815225,8,0,94698419
1995,55753890,1,10,77615895
1964,64935609,7,7,84125240
1996,13965923,11,1,31458754
1982,13410837,14,3,64884528
1970,31107942,8,3,43702709
1999,26399955,15,6,20761150
2010,17767476,19,10,81061735
2018,48179774,15,0,19373250
2003,56842069,3,9,84125240
2015,26687085,4,2,19373250
2011,70126063,2,4,43165392
1994,22695054,12,10,63723307
2023,67356713,16,10,63635195
1985,36614565,1,2,45192301
1982,13660552,11,8,30451519
2007,90585876,14,6,26460618
1966,80738582,15,4,84125240
1971,58881908,15,3,46355755
1965,81831433,12,9,30903956
1961,98897441,8,9,19373250
1976,70531627,5,5,20761150
1988,36020212,10,7,38726533
2002,50625510,11,9,30451519
1992,46614085,3,9,73162963
1968,87685482,4,4,42791240
1964,53795905,19,1,73162963
1973,83647524,0,3,64357240
1962,54773091,13,9,92109614
2008,91949968,19,1,11839541
1972,85529797,8,4,26632976
1967,82866979,15,3,42791240
1974,71585323,15,10,38882043
1985,94272789,2,5,84637592
2002,88967510,9,3,96285651
2001,28766170,8,9,21220643
1960,46423136,11,2,21220643
2003,80508872,1,5,30903956
1985,64159956,2,0,36170069
2010,77099072,18,1,26460618
1997,54477453,19,10,43165392
2014,20879996,12,7,68124756
1962,61187319,0,3,26460618
1989,69817440,15,4,57490343
2019,86883864,0,10,84175321
1986,80536967,2,10,79789984
1989,55938414,3,6,20761150
1988,73601112,7,7,58752944
2015,90477007,7,10,64636580
1996,48042658,7,10,21546916
1994,59494978,8,8,43702709
1974,61641999,4,6,68124756
1974,71355358,10,8,19373250
1989,64609624,6,9,90080123
2008,90365056,18,5,40333704
2010,39674719,9,10,95541655
1961,83940895,0,7,43702709
1984,29970092,12,8,43123434
2011,67243695,2,10,73302006
1974,14754713,13,8,78150502
2001,59098672,1,1,53880888
1962,48452940,17,0,51162185
1991,91419316,17,4,18900235
1974,12067693,11,1,64357240
1972,79508733,10,6,63635195
1971,57071689,5,9,78310349
1972,94936426,10,2,86861214
2000,33743761,10,0,52555496
1992,81180583,14,8,63635195
1976,81275300,15,1,55706970
1969,59809681,16,4,50300266
1984,23811312,18,4,93120973
2016,57432040,11,10,42978476
1976,78391425,0,2,62658017
1966,32682758,1,10,84588243
1977,21713516,17,3,20578278
1996,51025740,3,1,58752944
1993,42619057,4,8,50181090
2006,15254123,17,6,19373250
1991,25274102,9,3,50102807
1985,13611267,8,6,36170069
1964,75591875,3,2,46041781
1993,38251140,7,1,64884528
2007,58517611,4,3,90620509
1971,85263722,2,7,81061735
2021,84903799,6,3,55706970
1964,65428938,12,6,63723307
1976,34068561,12,1,62093547
1997,92085141,11,7,46041781
1998,45862271,15,5,11839541
1993,12982746,19,1,37460711
1965,24445166,8,7,46355755
1977,36904253,19,2,83772726
1965,20025195,8,4,21546916
1995,56572691,1,10,64636580
1966,63892112,16,0,92109614
1962,71199268,4,0,86861214
1973,84013732,11,0,64319530
2000,35999045,5,3,78150502
1973,48405328,13,9,43165392
1996,27499773,19,4,14080813
1988,69989835,9,1,63918442
2001,43512921,8,8,64319530
1998,20459710,3,10,21220643
1989,16683124,8,5,96285651
1967,93685102,13,6,35116117
1961,64421523,19,6,35116117
1966,15570085,10,4,43086842
1992,70578607,7,1,94698419
1967,90161880,14,5,77916151
1999,17644162,15,4,37460711
1989,59601113,15,6,80460594
2021,39034100,19,9,78150502
1995,90150738,9,6,95541655
2019,68063756,9,10,90620509
1973,22074452,6,5,43165392
1972,40598599,15,10,11433412
1980,80472496,17,0,48431358
2007,91996856,15,7,30903956
2010,87564730,15,9,64319530
1998,17229599,17,7,54568875
2010,16589033,14,5,42791240
1997,91503242,3,5,50181090
2023,39490370,16,5,96286728
1962,31823676,12,7,84175321
1979,83801266,0,6,30903956
2022,81151636,15,0,43702709
2017,88910277,8,0,36170069
1997,35246387,15,8,84637592
2023,46902006,17,6,84065326
2023,25575826,2,7,16469400
1998,48501656,6,0,46355755
1982,34779653,12,2,46706772
1965,61627043,0,2,89845053
2014,39495238,16,0,97535169
1969,31420489,4,8,17607423
2010,53001229,2,4,57978856
1997,10499845,3,9,81061735
1985,70989153,0,4,84588243
2021,71498464,11,7,23080770
1997,30130417,14,0,32544267
2006,58327956,16,0,21546916
1968,84603981,15,8,84065326
1968,44557773,14,9,94698419
2005,37349967,4,3,77615895
