year,alumno_dni,sede_id,grado_id,secretario_dni
1973,46788516,67,8,39712436
1982,51736712,157,7,56377526
1993,22730974,130,3,37817997
1960,69080122,166,9,68920668
2004,64291505,166,5,29630533
2000,40940422,91,1,51748383
1996,64461217,23,4,36982788
2004,63614690,159,10,74447691
1978,82954210,130,6,94471700
1986,57108959,82,9,53231018
1987,48236016,69,4,40526545
1996,43188183,134,6,87482411
1969,63888147,47,2,42405823
1986,89460294,1,2,12598346
1989,25565266,90,10,25811907
1963,52389491,74,6,62889235
2012,81036478,197,4,45734016
1964,22065171,24,0,83046586
1997,23893876,30,4,12565446
2010,58968439,90,3,13546477
1983,19157151,43,4,82690661
1970,19895692,78,2,94758983
2018,51506315,49,6,49960482
1970,26978734,67,2,71191877
2018,58928039,41,8,45734016
1983,65284030,52,0,99608590
1973,56624744,166,5,99608590
1983,53443899,96,4,31400363
2021,71485784,42,2,43427569
1983,65403895,88,4,30430904
1975,61579749,160,7,64924797
2015,71855340,139,1,37113628
2012,38219419,112,7,23953476
1989,88625501,122,8,82527961
2009,68366083,103,3,37346758
1989,45871203,175,3,96516762
2008,74466472,199,4,79258337
1963,55908706,29,2,16255642
1978,51464269,180,8,36628428
1996,15072941,169,7,96813226
2006,32417141,192,3,29265522
2013,56481049,11,5,62996686
2016,95792245,44,4,96318310
1976,45940108,147,3,28670094
1990,24188379,57,5,99979983
1986,36693529,94,9,76164293
1998,57410145,152,9,66723609
1983,83657813,35,5,83233561
2010,56046628,71,10,84875379
2013,32105137,124,10,35987953
1969,45846487,174,9,64106006
1976,11137466,41,0,29265522
1966,73419255,13,9,55786450
1965,20682530,82,4,45554708
1995,71075604,9,2,83588905
1999,44323403,150,7,74015733
2017,43319076,117,2,39165631
1969,62030679,179,10,26608503
1991,25512968,160,1,74858688
1988,74335546,143,0,10206095
1998,98727804,39,0,97562785
1973,71690259,23,10,60200850
1979,72989470,173,6,76172918
2004,32169443,169,8,37346758
2012,80860244,110,6,77931047
1993,36561263,86,9,73645032
1985,63939780,140,6,30632825
2010,50641797,135,2,96624521
1969,95166557,11,4,26451302
1982,62631225,47,10,11329566
1988,68567089,41,9,91228604
1972,47929252,59,8,11836500
1985,13818381,135,6,59374270
2020,13169021,164,10,93390043
2022,43209872,152,10,18075370
1971,71256211,27,6,38996864
1964,61133628,108,2,58705212
1964,80617901,127,5,28951618
1991,56689335,33,5,62985071
1989,96487509,199,2,54670832
2007,78530769,191,1,44363585
2023,67459057,102,5,11530093
2018,19839249,160,8,89328333
2007,53090629,170,8,94960546
1986,72030013,42,2,16345763
1998,74237357,77,3,52431704
1998,70623175,159,8,42350703
2024,13418765,31,3,13890934
1994,78877971,165,2,47570378
1998,33866435,82,9,34527340
2012,93491558,125,8,62646173
2002,52588360,69,8,14308110
1985,97262364,185,7,14308110
1981,56885218,104,5,45595422
2015,40704172,127,8,44977475
1990,70748503,95,5,41900187
1982,34141363,57,2,38339745
2002,42993118,171,4,86508950
2011,41432951,118,0,29090752
1995,44159033,101,3,51347379
1995,83385256,127,10,53755670
1984,12490026,181,3,87915115
2002,68597914,181,1,27011433
1994,48691335,2,3,55790996
2022,39837546,113,2,65706602
1965,23750433,158,3,68920668
1971,77912766,71,5,19027272
1964,46190188,179,4,78153771
2005,32808666,23,4,72444911
1969,39058047,14,2,29206980
2018,20332201,66,3,44034866
2018,38160268,177,9,14935692
1989,78444466,68,7,42302132
2000,87574108,187,4,30820703
2011,86878588,61,9,79647347
2012,71676150,173,3,62342514
1987,97789303,31,0,35766314
2010,81531376,170,5,77066866
1976,47488796,194,8,70925117
2020,55614821,121,0,75697193
1976,34263377,145,4,72108410
1994,65924756,114,9,76727639
2001,65434683,62,8,75357054
2013,70069949,55,2,31864107
2002,48105409,100,6,47485136
2016,86536823,54,1,12502251
2002,60229486,30,10,80777438
1988,25166875,50,2,34256590
1962,62758350,110,6,13287042
1987,85946637,17,8,40649806
1994,25849813,3,9,97067753
2005,27503398,74,8,84707006
2005,13055155,21,8,38145254
1964,45621891,149,6,89149796
2005,72870644,160,1,97562785
2019,83612899,101,2,84875379
1978,57579211,42,10,65706602
2013,24303369,152,9,16373130
1999,15773719,25,1,24331753
1997,37749032,104,1,11556887
1972,62163781,95,5,47647634
1960,51529981,132,1,48755750
2005,95902851,58,7,71864099
2023,60799382,54,0,98985680
2023,26988236,108,7,13275931
1981,14141452,95,8,67020453
1971,95965818,45,5,49888021
1997,42605112,98,6,76923053
1984,65669827,56,8,66174785
2017,76203110,124,1,34373251
2010,10400256,161,8,76164293
2001,40728965,124,3,66084668
1967,52511097,50,3,76234106
1961,18682321,159,10,35347049
2000,31683311,162,9,58962674
1996,68144720,32,6,20109378
1989,13354210,136,9,81734757
2014,38950679,95,7,62413172
1960,89771948,85,6,65804627
1990,81181240,35,5,45352947
2017,49384189,103,6,62985071
2005,13124739,58,7,48202683
1983,74272808,35,1,36580157
2013,50170230,60,9,56377526
1965,48077952,79,6,70126464
2000,37471173,164,8,37570564
1972,68759438,43,1,21038091
1994,57056234,28,8,89878196
1968,33339265,52,1,79446295
2000,46148645,125,9,40513649
1975,81025544,103,7,18060245
1979,71668096,129,9,39696182
1984,94452455,88,7,58676583
1983,26838350,73,8,59387421
2015,91188289,14,5,38155086
2012,41424418,20,2,67805239
2004,43206074,180,1,33106157
1984,89559874,175,7,38996864
2004,62322407,58,1,20188716
1997,22316337,24,2,89246767
2023,26095369,19,2,42819941
2013,82578817,189,3,91095254
1964,58294862,31,1,85717573
1976,61274164,106,5,73685418
1995,93889823,58,5,63853007
1978,98444064,125,5,70126464
1978,11467669,85,6,39377480
2002,87534538,132,2,46436014
2015,60294446,69,4,14508671
1992,32034575,162,2,55790996
2011,56335639,9,6,48269724
2009,39425886,88,7,51347379
1983,80378841,92,6,24266413
2000,76160238,194,1,16439612
2014,50707667,62,6,68082773
2020,46248885,22,0,14645824
2001,33938534,143,8,75838923
1996,92214863,50,10,84518729
1967,76925024,152,7,72544992
1975,25816132,85,1,48044199
2000,22121514,96,8,61101354
2021,29924442,137,4,24449818
2013,97438919,164,0,30722948
2018,54352533,71,0,67423111
2013,42527557,44,1,59382696
1964,86272590,62,9,40679129
2003,96435831,82,4,31121581
2022,13947147,186,1,33813653
2019,20390177,147,3,56377526
1983,10946160,152,2,16036125
2016,46702335,170,8,43115806
1963,52078035,108,4,33106157
2013,84219101,113,6,69978648
2018,27981146,193,9,90498497
1977,75071105,120,10,42596037
1986,33524755,147,7,20109378
1981,25751474,146,5,83181658
2020,75636050,178,8,92545338
2008,32029232,161,5,64749612
2015,51497160,139,1,36824502
1967,90459725,113,3,76387211
1963,56941178,41,7,95472429
1967,32237169,197,1,67918865
1977,32761858,60,8,42762924
1961,80356963,60,9,85232167
1974,51887570,107,6,52370445
2020,49221050,10,10,81734757
2018,77617799,31,9,36002137
2017,86533483,101,3,76387211
2006,15030511,176,9,75291843
1968,53363914,173,2,18740433
1968,82831640,139,7,56413753
1972,80452209,188,8,74995964
2005,85216688,75,9,15812874
1997,16885599,102,6,46431386
1979,70752568,72,8,31864107
1985,80675256,150,3,55810401
1979,69226071,140,7,75697193
1961,54352533,75,6,48301295
1961,71228750,46,1,82674404
1988,58448529,79,5,90156771
1969,78487851,99,9,32423210
1967,83750714,175,8,67805239
1984,97118525,129,1,89328333
2018,63035432,182,10,68837559
2016,88127209,89,2,88311186
1996,86556661,4,1,24387561
1997,96664154,28,7,61399382
1966,76325853,66,3,93348902
2018,10490263,103,10,76923053
1964,92247552,116,2,66188965
2002,52790913,112,1,36065359
2020,56287684,66,9,83046586
2005,49918026,39,2,38021595
2020,51781743,190,2,83793410
2003,95523896,187,5,29459543
1976,87128127,191,7,76234106
1983,18648036,19,4,45393388
1994,45946956,29,5,14823506
2020,21886016,8,4,90328789
2017,84200066,13,6,42442783
2023,69944603,181,2,11950053
1980,88801296,121,1,17397636
1963,14095672,108,5,95431317
1990,85135832,98,0,22416112
2001,43145863,124,10,80686857
1991,71055346,20,6,96318310
2022,99622506,160,5,71494642
1982,89161475,117,1,92478159
1968,24038983,99,5,44977475
1978,21264235,175,4,48755750
2017,59104953,31,2,70844001
1986,97418037,53,3,36133597
1989,46008802,26,2,92478159
1980,76683055,154,5,83046586
1983,29718341,50,1,48555082
1966,80829562,154,2,20350969
1999,85718044,26,2,68812745
2022,14773639,184,7,71239140
2014,55350171,199,10,65835678
1974,84760638,61,2,82250466
1988,60273861,158,5,53198761
2012,49518372,82,2,79911992
2001,33871223,182,6,12565446
1992,75716987,189,1,13091847
1989,45996495,117,1,83011863
1996,52457609,131,7,13110915
1966,81117639,166,7,14985144
1976,39371878,180,1,64743179
2001,32048923,128,8,83497650
1962,33595527,38,0,31543294
1970,49886907,73,2,39165631
1965,15520987,126,9,57750788
1995,91654114,3,10,36982788
1983,16882624,161,6,11626060
1973,65161064,87,5,97011519
1992,87197823,80,10,83551583
1977,90662152,156,9,57950282
2009,57020118,172,3,45859654
2009,68473563,142,9,18740433
2012,32753877,117,7,39952642
1961,97748754,170,6,40939551
2021,36650900,125,10,45734016
2014,75228560,64,0,42606640
1978,22859306,27,10,27011433
1985,17663453,61,3,54929289
2021,83436000,183,0,42762924
1996,57697808,142,8,31400363
2005,17939784,148,3,34706744
2023,19417830,190,8,59065938
1972,17073284,14,3,21639546
1993,77743089,94,5,27875521
2014,38967139,22,8,78280319
1990,34167333,77,0,43115806
1962,20189918,147,2,16305608
1971,23489391,141,3,53231018
1995,99104808,44,8,33999202
1984,70344011,110,9,84518729
1995,55134597,94,7,57853117
2001,88192620,16,3,95312217
1975,20745793,87,4,83793410
1991,41912149,106,0,87129351
1986,77743089,92,0,41651365
1988,39847844,52,5,30562827
1964,23159106,85,6,42606640
2006,54139778,86,5,88871249
2012,25687311,148,6,37980143
2012,33867824,31,6,17727012
2001,82527003,24,10,12054255
2002,82666597,25,4,55472894
1993,55578068,43,6,29498581
2015,19880996,32,9,64301174
1995,96720242,111,1,84875379
2001,54771860,128,9,41147758
2019,24321728,175,8,67446803
2015,14404345,72,1,93390043
2016,48304028,140,5,64670862
2004,66462413,198,0,20109378
1974,71807846,153,1,53145175
2022,75144886,160,3,32021157
1961,88584098,59,8,24565333
2005,80491317,122,5,51748383
2013,75523487,107,6,20350969
2008,56032416,42,2,94068063
1995,58918701,178,1,49077868
1997,98232650,95,5,48539040
1977,28005376,90,1,69501135
2018,91951320,16,10,47428472
1978,58589045,77,5,77725660
2018,49140127,156,8,12465523
2008,22393085,138,9,93837308
2007,74378241,118,6,13399830
2017,42925231,94,1,25045213
2005,83850586,34,10,84579251
2005,55474287,158,0,33106157
2024,81931783,160,5,78304320
2001,14453119,182,7,21991230
1966,31779190,164,7,47414931
1967,73608141,79,8,83059638
2009,22242438,177,3,77181593
2012,39889894,24,4,61158455
1986,16581935,190,0,64673067
1995,10824861,122,8,37047632
1989,55472622,117,10,82690661
2009,19577023,170,3,39712436
1960,64841845,20,0,82671860
1988,51019919,128,6,80390967
1965,43683275,9,4,21991230
1961,11117379,25,9,28155806
1968,86970295,46,7,11392166
1960,70838578,86,9,14823506
1999,13834088,191,5,73308343
2014,69264059,84,5,49788205
2017,56871437,103,0,39656245
1975,89096420,21,4,37512142
2016,21831581,186,4,33999202
1982,74334761,101,3,91228604
2016,58053811,133,8,24565333
1987,88706188,133,1,24621087
1975,62959082,129,4,19161333
2016,75142626,191,10,27342526
1987,36438016,65,8,49532960
2003,35724225,176,6,92646366
1966,56609084,39,9,86505965
2004,30583812,124,1,12202691
2015,79083647,92,8,41372556
1992,30932186,125,4,41147758
1985,73392312,144,5,33999202
1984,87763499,13,10,68847646
1992,75158944,198,4,37113906
1983,78641956,6,1,20793565
2021,46506707,124,3,37980143
1994,97034077,194,0,30820703
2006,30735865,147,6,47570378
2001,33340503,59,2,49365029
2014,13672913,68,2,20793565
1966,91682184,48,2,91172509
1967,69553785,169,2,82221516
2004,30693751,101,0,44997066
1998,66684916,108,7,29358527
2022,22380504,191,1,17727012
1978,80713541,120,6,83783735
2001,70155890,70,1,18922476
2023,30846321,55,1,76172918
2007,53728191,21,5,65984496
2003,34762917,103,2,42599370
1978,79083123,199,6,68733972
1990,77062225,127,0,45352947
2006,82662027,148,10,80536332
1971,58952755,128,7,86505965
2011,21882841,120,7,13399830
1993,33851935,155,1,44330788
2014,40618226,191,5,16988123
1989,40493389,63,6,34917487
2000,72925580,61,6,36580157
1982,79209650,126,10,47990544
1990,48156187,112,4,91172509
1968,43120093,78,6,87797325
2016,70714337,144,4,48490595
2015,93767686,16,1,40649806
1961,32788294,116,5,64797039
1978,90772229,34,6,53470572
1992,69498913,57,9,89149796
2001,20338209,101,0,29206980
2021,18208664,159,8,18740433
1962,62642269,191,5,50108391
2005,89392206,194,3,58404871
2005,15866860,103,3,37730995
1967,86038201,198,2,74050606
1967,38759526,18,1,24890345
1993,97803941,148,10,36238590
1996,19957919,69,6,74746598
1960,49748295,32,7,42762924
1964,65625213,58,9,41332100
1976,58384249,141,1,74113615
2013,72354340,91,6,39165631
1967,66508366,176,9,81608868
1986,32004841,45,8,51253150
1995,19050640,4,4,95312217
1988,38681140,131,8,47852413
2013,91951320,174,5,78153771
1964,87847475,167,2,36628428
2000,95351610,1,3,14823506
1971,66034635,179,1,13136534
2015,75581460,162,2,91447181
1966,43503935,140,10,12152044
2003,84507125,184,6,25867310
1988,12718937,28,8,96318310
2024,15824906,180,0,65700042
2019,49607105,165,9,98849469
1974,27686788,189,5,69213603
1980,16037902,86,6,66719483
2000,84400007,184,8,13305710
1982,17617029,109,8,46293567
1973,18766947,135,1,94179665
1992,24379185,117,9,90080966
2010,91787468,112,4,76743066
2022,58056780,52,9,66723609
1989,23701076,45,5,53625651
1979,95491245,56,2,31942136
1973,88432467,128,1,80947643
1991,27035104,18,7,29941146
2010,35378526,13,1,96710886
1963,73431494,38,6,57752057
2013,40007402,33,2,68733972
2013,67196534,118,1,44729629
2003,36832161,126,4,38339745
2001,47401311,64,10,50922613
1999,50821528,177,6,30159896
2007,24208723,39,1,94306757
1987,15730871,163,8,25045213
1984,43527680,87,3,88313839
2000,17366231,22,3,65817641
2024,88407211,26,3,74015733
1965,65557238,198,7,42350703
1970,91585209,119,0,42302132
2013,22988271,151,7,77181593
1969,86125088,114,1,76969083
1960,70385033,76,9,67050963
1980,48633665,67,0,54929289
1967,99093957,72,8,18740433
2018,97661797,99,4,55282856
1964,39422692,88,1,86405046
1968,80675256,72,1,72108410
1961,52876646,73,3,65039781
2003,33141675,136,3,69715015
1999,53354996,50,6,12565446
2006,35600696,98,9,46273091
2018,58415808,66,8,10410016
1972,55924443,125,8,16988123
1985,73212929,184,4,20793565
2004,58305401,113,10,27221691
2010,91776616,64,8,30052896
1999,83104454,31,3,86773754
2011,89177482,168,6,36713997
1973,31835700,153,3,73128940
1968,65900575,132,4,82002433
1986,43324313,100,7,28299555
1968,61744160,13,0,26400726
2000,83800603,114,7,49663381
1964,10840585,88,3,42096130
1971,62286712,192,5,50108391
1971,24706032,82,4,83347036
2021,72524099,97,4,95809121
1988,86566861,117,9,22834986
2006,75696559,143,4,34962945
1978,49876371,49,9,65984496
1994,72468755,74,8,16305608
2004,90380217,26,5,15149166
1988,82609329,5,7,59828024
2004,92334306,97,2,53289114
1981,15218753,61,6,96128413
1997,62822833,196,2,84439151
1989,10378691,20,3,79254950
1992,11776903,86,7,97672949
1975,34875542,81,5,69706268
2009,97845874,0,10,34962945
2008,82737051,80,1,37730995
2002,77372515,75,9,27725212
1978,84978148,30,8,58676583
2013,32612222,73,4,92173604
1967,42925231,38,10,53625651
2023,55364549,125,8,63596424
2000,43786990,178,4,82073674
1974,38761231,16,7,83121174
2023,72743268,10,8,54929289
1997,50115852,14,7,65637211
1975,33355640,168,0,83046586
1973,42391757,157,5,81338158
1989,38879727,197,1,11753440
1960,63203163,28,6,65473211
1969,80439153,166,0,29202652
1987,49716645,18,6,64621365
1999,50710400,92,1,88313839
1966,62628695,165,6,33031955
1970,22775214,106,8,83588905
1990,65217573,34,7,10968600
1974,17692606,95,5,55894665
2009,97327374,38,5,12598346
1965,43501405,59,0,29206980
1992,56920601,32,1,70374597
2010,15229159,37,6,28951618
1990,25521683,44,0,76483961
1983,54320790,20,4,78248095
2016,27116373,132,1,77121019
1989,44758867,142,5,10937527
1986,35936911,114,0,45595422
1977,25178624,121,0,71182863
1982,38652571,149,2,59382696
2018,45424724,0,4,95889804
2019,79376494,67,5,16305608
2007,37835233,108,4,10920919
1990,66838516,111,5,51165190
1977,23024412,21,1,79002354
1972,91821713,64,7,54324782
1999,95065165,151,8,18740433
1968,91995286,133,5,47005728
2009,59810209,83,10,75838923
2000,91424086,97,10,51691002
1977,83174156,68,4,93513010
1980,49648502,153,9,13230352
1997,75850763,199,3,90753720
1980,51908847,49,7,83059638
1975,40473773,115,2,83181658
2016,52655578,118,2,68082773
1996,95360955,138,7,16504684
2024,98692849,124,0,47005728
1965,33416162,21,7,67544528
1999,76322266,161,8,56945147
2002,68469517,21,0,19027272
1960,42872514,20,2,25546757
1995,95166101,22,3,14352588
2019,44483314,0,2,31239562
2005,12835308,35,3,20860464
1977,35310791,69,0,40679129
1999,82187915,52,1,82674404
1989,19609716,196,7,29206980
1971,89178666,160,4,93261216
1965,67541122,110,9,81316860
1960,88436187,128,7,22670995
1974,10842957,178,6,54373215
2006,81196953,23,7,88871249
1999,63424344,150,8,14823506
2010,70751173,73,7,92480779
2005,99823914,61,7,68812745
1992,61274245,92,1,31124627
1961,25505326,126,2,56523225
1965,22151896,138,4,45554708
2000,68571941,118,1,47414931
1989,41782569,61,6,65273208
1992,26322462,192,4,15015308
2022,49340588,27,7,31942136
1966,52685697,138,1,87980723
1985,62248028,21,5,41665798
1964,99370640,174,1,66084668
1988,77311086,100,1,44997066
2004,99961203,117,2,49077868
2018,89467227,188,4,40189318
1996,51352763,37,1,54143991
2002,46653241,175,5,22871055
2023,25310810,31,1,86405046
2014,11237878,36,7,45647240
2011,93097489,33,6,19808878
1965,21230577,183,10,28445259
1990,59657547,116,3,52268876
1961,76185784,93,3,83588905
2010,71051852,144,0,22858177
1971,37122877,149,5,79073269
2016,80380972,183,0,23859678
1963,60941401,63,6,37310816
2003,84159560,140,7,66954670
2004,21360225,139,5,63854099
2004,19513028,38,9,50365921
1967,31335177,81,1,20350969
2019,22147462,178,6,24890345
1999,39553281,199,3,68167309
1973,59370313,87,6,54973479
2010,98600385,11,10,64301174
1991,27238528,174,6,42606640
1987,64814789,128,4,46035118
1982,97218093,188,9,66084668
2011,48455385,99,9,12152044
1985,76787836,167,3,82674404
1987,73620265,165,9,72108410
1993,99446183,171,5,39165631
2018,37731300,24,3,73685418
2020,85762415,159,6,88061165
1985,72066762,76,5,47414931
2001,46459735,58,2,39712436
2024,18239258,176,4,38021595
1966,27647952,140,3,10426105
1980,90110759,173,6,53625651
2020,98842826,143,8,95951080
1961,49316909,35,2,42477685
2024,96295743,156,3,90080966
2020,19051103,1,3,27875521
1995,27610340,97,6,10920919
1997,53225574,55,5,31556497
1973,11672554,44,7,69981511
2010,48561390,116,6,92646366
2002,21396413,104,2,93342539
1985,92410903,142,9,30663283
2000,71897674,160,0,30722948
1998,66842009,157,2,70190219
1961,67175433,107,0,58246712
1966,93202282,130,6,16305608
1994,67387770,80,3,76337867
1993,28250388,100,10,58676583
1966,44909860,40,6,82073674
1982,67565246,4,2,13708316
1965,74268018,195,10,50359581
1982,58990537,47,1,13800456
1961,94107931,94,3,76998493
1992,27878840,121,6,69706268
1970,74267035,105,3,32021157
2001,48613115,78,6,49757819
1995,94236816,183,7,45949281
1994,34208452,36,8,83181658
1995,50294999,20,5,28296747
2023,63489552,17,3,53157379
1961,35919721,94,8,30639393
1972,75153207,168,3,63107172
1963,93985077,44,0,12339384
1978,66393784,176,8,30820703
1967,95157439,82,6,42819941
1980,77936514,118,9,80723249
1960,65514506,65,4,64106006
1997,44651232,179,7,57750788
1986,73620265,27,9,40394391
1998,83040898,179,2,11612090
1977,19679044,131,1,61761488
2020,62192636,94,10,52768905
1980,67207100,98,3,86700604
2008,59316681,71,3,27441855
1991,67659741,178,3,88304621
2021,86225989,4,8,20936594
2020,49436380,85,7,86937307
1973,49684502,159,3,54973479
2016,72444564,143,4,42821121
1975,16056680,35,7,56121671
1971,42632582,21,3,55961129
1991,97957570,36,3,42222557
2011,96377226,48,6,53145175
1988,54457834,35,5,30052896
2002,24362890,181,9,30820703
1967,33457124,149,1,43887249
1960,15436989,76,2,85812613
1990,83057522,125,1,49888021
2012,49200837,109,4,93342539
2019,56340207,71,8,78620695
2021,89129539,58,2,76764692
2000,29948491,147,5,72965687
2001,95457910,136,2,60369838
2011,37938751,198,10,86546792
1999,18874224,96,0,76764692
1963,11398401,49,4,88871249
1965,87878925,188,8,78280319
1963,73529293,33,2,29090752
2018,94155032,93,2,42969371
1971,11538754,178,4,13800456
2016,97188677,98,7,67718738
1988,86330478,53,5,90156771
1976,25500687,4,0,34527340
1967,10141489,192,9,73645820
2009,45365582,140,7,37512142
2013,88643093,194,9,91777941
2016,88791438,197,10,48555082
2023,51544684,66,6,79911992
1974,45449614,195,6,90328789
2021,30731741,194,4,66925013
1980,71940218,23,1,14891736
2012,50094006,114,9,37293642
1966,70038891,35,9,41052046
1971,14240435,29,2,80458126
1968,15247619,17,5,76430276
1992,51798970,99,4,94881708
1971,85703939,131,7,72991027
2007,31648819,198,5,90156771
1972,85852741,73,10,13091847
1999,67334203,155,9,37730995
1960,66225227,32,1,68057574
1991,45814243,50,6,87538637
1990,15506342,101,9,53198761
2015,10937800,39,9,83067975
1973,75569954,9,10,85519514
1964,33856139,23,7,60218974
1968,59068716,102,1,63553885
2016,27687257,118,8,61612990
1978,65926755,175,8,64106006
1979,31815767,69,0,74050606
2017,68167551,97,2,62996686
2019,28620753,116,9,99214289
1992,26428952,113,0,69800314
2002,84987717,134,8,44619262
1985,85088287,157,7,83919218
2014,83447767,79,10,14645824
2011,93200395,101,6,19431825
2015,75423118,96,5,95431317
1984,68195053,83,10,56377526
1963,11373851,139,6,92846659
2015,24576446,44,9,37980143
1961,48487439,65,4,50819699
1985,65241602,120,2,40925318
1970,40370819,20,1,51347379
2005,69557061,122,7,45295375
2013,20277942,174,5,27599343
1962,52649939,180,7,10410016
1975,86733392,90,6,83347036
1987,19944387,153,6,28670094
1966,70596401,92,5,77524977
1996,67223606,170,1,23953476
1981,36046530,61,10,62646173
2023,80221185,8,6,26608503
1987,33595037,0,6,23774225
2003,44382330,89,3,51259133
1987,78412369,100,10,10206095
1970,64217129,92,6,11392166
1985,20285942,36,2,15625322
1976,74993507,38,7,12054255
1979,32069358,64,9,81501221
1991,89141795,74,9,75291843
2000,29586844,129,4,46436014
2023,93753937,25,7,84439151
1977,10658444,197,1,72059350
1972,95700011,156,0,84579251
1965,79458578,193,0,92197528
2010,78285821,24,8,49871186
1964,93894574,127,4,85318414
2017,76411417,92,8,15812874
1965,23064046,121,10,51259133
2023,60635653,134,9,75378926
2012,23196671,141,10,15815868
2001,96450001,10,6,79258337
1960,51044557,190,2,93513010
1988,92572815,47,2,17727012
1971,50081986,51,0,34527340
1983,99972092,188,7,77945595
1983,17318639,165,6,72730034
1971,82874139,120,6,27259027
1990,83234022,158,5,91312467
2003,48216764,156,10,46430350
1977,73599101,16,7,76430276
1987,88800397,83,7,12518703
1999,14186314,163,10,71182863
1997,56570968,176,8,11626060
1960,11007650,156,4,83233561
1963,88643093,183,9,31400363
1991,10794277,13,5,89572200
1981,45440829,104,9,95472429
1973,20118935,77,7,25546757
2011,26460252,193,8,39900799
1983,70349767,19,2,14207857
2019,57809529,26,2,27744859
1991,88078376,124,2,51347379
2007,50726360,44,2,34256590
1961,44871952,45,7,70237561
1971,49725551,179,2,69402313
2006,69362493,136,6,76743066
1976,25634918,114,5,35019664
2019,54576130,177,2,10324368
1994,87021011,10,5,30663283
2012,33546574,111,3,53755670
1964,21498258,100,2,15815868
1967,24111990,43,2,20297915
1969,55963639,134,7,94763508
1996,57232246,79,10,63853007
1991,25278531,169,7,85406991
2022,67804182,196,6,73275475
1982,89123498,164,9,41900187
2020,98149495,183,5,69071511
1983,44845171,8,3,83046586
1990,82300386,191,1,76234106
2000,78530769,17,8,35987953
1990,98536372,88,9,14021068
1965,26328980,179,0,43471044
1993,19015928,109,1,92883685
1962,99619975,65,9,87073275
1974,51963386,125,3,29265522
1965,82083059,181,2,10679097
2019,14066422,120,4,72207485
1963,46584307,163,1,20893747
2001,30543185,164,8,70383892
1983,53143805,169,2,94769623
1963,70789890,178,7,94157145
1967,13616594,3,7,84145713
2008,89011715,169,7,58918011
1968,25480718,153,0,43612293
1999,54578778,57,3,95809121
2007,43005524,124,5,99860743
1980,52937693,194,3,72991027
2015,73798217,79,9,54755621
1977,31676258,21,5,35766314
2001,42816503,138,5,36982788
1985,65541841,93,10,75135123
1982,81782364,95,10,11984403
1979,89680446,79,6,50881107
1993,86672813,172,6,34527340
2020,62794171,102,6,40513649
1982,93171430,95,7,86405046
1982,34488509,133,6,87578331
1972,31628285,1,1,80686857
2010,51464615,96,1,51675249
1980,68134103,95,1,95472429
2010,83234022,121,7,12202691
1998,65869140,95,0,29475576
2000,18475166,116,1,78280319
2003,77974195,151,3,74858688
1961,24087059,49,8,60446070
1992,10411184,178,8,60686817
1988,99186879,37,2,30445774
2012,22208462,166,4,94512557
1999,53578312,142,4,72544992
1976,10197958,8,1,60447587
1966,86412255,135,10,21038091
1996,60068528,59,3,59920014
2023,99417109,78,9,37346758
2024,98570166,183,5,56121671
1994,85625293,37,9,78781150
2010,41192373,69,6,52431704
1972,11024618,1,3,38996864
1970,43533479,40,9,70374597
2002,38171315,27,4,12565446
1977,48782555,68,4,61761488
2001,62347319,161,6,70655389
1999,54864564,84,2,29941146
1975,48407925,107,10,30722948
2000,75269394,82,2,54225925
1969,13343439,0,6,34917487
2024,86562333,186,4,88061165
2016,84536828,7,9,63553885
1974,40043318,32,9,47647634
1981,35375656,85,6,27342526
2007,71877745,70,0,36449692
1987,96879615,151,8,96624521
2011,84996061,115,7,76727639
2008,95671158,59,0,84439151
2021,11643290,145,3,35825952
2018,61738225,17,6,16504684
1998,96263975,103,4,70216815
1999,25866886,149,8,30663283
2004,64777611,174,9,14866640
2019,52956807,150,4,92646366
2018,98884076,97,8,96710886
1969,53972224,121,2,56264117
1967,52677444,161,4,97727084
1983,16335700,7,9,42222557
1993,46600749,190,7,20936594
2004,96808452,43,6,91447181
2010,36035982,134,4,88145182
1997,74450542,108,9,83783735
1971,25509194,176,5,65750248
1984,10014810,0,10,94191435
1988,16278645,193,6,53289114
2021,35519659,149,2,86873452
1984,70483381,198,5,39712436
2014,34769701,107,7,61867250
1964,57648467,46,9,41904749
2007,43919927,75,0,80723249
1975,15403366,140,1,99979983
1997,17300658,72,3,99940907
1972,40316325,29,7,68095469
1973,57615316,112,10,61215201
1978,53778113,163,0,89619682
1974,13774994,33,2,28299555
2017,59918471,39,8,85519514
1981,11314962,55,1,14985144
1979,93293283,194,9,42762924
2022,16637266,60,0,47647634
2008,76308020,143,6,92758870
2014,15923458,181,9,73045172
1985,54175191,71,4,11612090
1999,48272423,121,10,86333340
1967,47491130,174,7,99214289
1979,88239081,89,6,89246767
2006,49371253,138,2,66723609
1965,55860820,85,9,37730995
2003,41120544,32,8,30052896
1998,89328310,144,1,70237561
1978,36121523,46,1,84579251
2008,69654146,188,8,87073275
1962,56073483,162,4,77066866
2003,38179816,49,8,11873464
1981,56294444,4,7,90251675
2023,68093440,132,4,76923053
1999,90207808,151,1,50639816
2012,39644868,112,10,48755750
2013,44901917,60,4,53145175
1986,69769365,52,10,70925117
2012,59874884,157,10,35766314
2018,34118080,157,10,13890934
2021,52217980,73,2,44977475
